,Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification
14750,7 Series,2022,Middle East,Grey,Petrol,Automatic,4.3,161598,45534,1490,Low
14784,X6,2019,Asia,White,Diesel,Automatic,4.5,141505,70021,8491,High
564,7 Series,2021,Europe,Blue,Diesel,Manual,2.1,138657,113426,2659,Low
43126,X5,2014,South America,Silver,Petrol,Manual,3.0,38824,69214,8913,High
12724,i8,2015,Africa,Red,Hybrid,Automatic,2.6,146030,81106,251,Low
33807,X1,2024,South America,Red,Hybrid,Manual,3.6,7792,31108,3424,Low
7298,3 Series,2024,North America,Blue,Diesel,Automatic,1.8,134607,75541,7089,High
25388,3 Series,2011,Asia,White,Hybrid,Manual,3.9,169504,93140,3396,Low
19685,i3,2024,South America,Red,Diesel,Manual,4.8,40866,67427,7883,High
34488,X6,2010,Africa,Grey,Electric,Manual,1.8,36024,101027,6794,Low
37827,X5,2010,Africa,Grey,Petrol,Automatic,2.9,35984,112095,6029,Low
3593,X3,2013,Europe,Grey,Diesel,Automatic,3.1,142095,90754,932,Low
12400,X5,2020,North America,White,Hybrid,Automatic,4.5,190578,108048,7182,High
29939,i3,2015,Middle East,Red,Hybrid,Automatic,4.7,54004,32943,8128,High
24854,X6,2015,South America,Grey,Electric,Automatic,3.4,97166,49542,2859,Low
21775,X5,2019,Africa,White,Petrol,Manual,3.1,128810,48827,2135,Low
38918,X3,2022,Europe,Blue,Electric,Automatic,3.9,153298,62037,1006,Low
7525,7 Series,2013,Asia,Grey,Diesel,Automatic,4.0,168000,66379,5503,Low
8901,i3,2010,South America,Red,Hybrid,Automatic,2.9,167607,80235,9825,High
24778,7 Series,2015,Asia,Red,Hybrid,Manual,4.6,123543,102635,8560,High
40303,7 Series,2017,Europe,Silver,Petrol,Manual,2.7,74794,95956,3520,Low
39665,3 Series,2013,Africa,Red,Petrol,Manual,2.9,35327,73643,635,Low
31512,X1,2021,Middle East,Grey,Petrol,Manual,3.6,86308,66440,9341,High
26722,X5,2024,Middle East,Silver,Hybrid,Manual,4.2,148357,88381,9067,High
11904,7 Series,2017,South America,Grey,Hybrid,Automatic,1.6,182451,51517,3569,Low
32149,X6,2018,Europe,Blue,Diesel,Manual,3.7,198176,38758,146,Low
48831,7 Series,2018,Asia,Silver,Diesel,Automatic,3.8,178627,113690,6568,Low
21257,X3,2019,Middle East,Red,Hybrid,Automatic,2.3,119086,61782,4703,Low
43772,M3,2023,Europe,Grey,Diesel,Automatic,4.0,9528,87292,7670,High
42846,i8,2012,Africa,Grey,Hybrid,Automatic,4.0,27802,108270,8599,High
32748,i8,2010,Africa,Red,Electric,Manual,2.5,180403,53747,4766,Low
34535,X1,2016,Middle East,Blue,Hybrid,Manual,4.7,108483,73682,7685,High
31920,X5,2014,Middle East,Red,Petrol,Automatic,3.4,123928,85520,3875,Low
34536,i3,2018,Asia,Silver,Hybrid,Manual,4.9,40235,37955,9734,High
9073,5 Series,2015,Middle East,Blue,Hybrid,Automatic,3.9,157824,57171,1727,Low
2338,7 Series,2022,Europe,Blue,Electric,Manual,2.7,64806,75351,8756,High
17026,X1,2022,Europe,Black,Diesel,Manual,1.8,27918,113867,2497,Low
20214,M3,2015,Europe,Blue,Hybrid,Manual,3.7,55923,55392,6237,Low
10992,5 Series,2024,South America,Silver,Hybrid,Automatic,4.8,68847,63449,1298,Low
16339,i8,2014,South America,Blue,Electric,Automatic,4.2,62563,81880,433,Low
49126,X6,2015,Africa,Black,Electric,Automatic,2.0,199188,49060,3169,Low
42627,M5,2011,South America,White,Diesel,Automatic,3.6,167340,83295,932,Low
43376,X5,2011,South America,Blue,Petrol,Manual,4.1,59332,43313,3537,Low
7270,X5,2012,Europe,Grey,Diesel,Manual,2.1,4670,104300,9375,High
26457,3 Series,2010,Africa,White,Electric,Automatic,4.1,97516,63159,1962,Low
16281,X3,2014,Europe,Grey,Electric,Manual,2.0,87127,102593,6158,Low
8726,X5,2010,Middle East,Silver,Diesel,Automatic,1.8,59312,82942,2993,Low
24192,X1,2024,Asia,Black,Electric,Automatic,5.0,18553,58935,1096,Low
29727,5 Series,2015,Africa,Silver,Petrol,Manual,1.7,2075,36913,9902,High
1566,M5,2012,Asia,Silver,Electric,Automatic,3.3,155661,64393,7010,High
43976,X5,2014,North America,Blue,Hybrid,Manual,1.8,195019,32728,6116,Low
11753,3 Series,2024,North America,White,Petrol,Manual,1.8,28889,116263,5481,Low
37022,i3,2024,Asia,Blue,Hybrid,Automatic,3.4,741,108646,5966,Low
34920,M3,2021,Asia,Silver,Petrol,Automatic,4.7,182613,72995,9520,High
13365,X5,2019,Europe,Grey,Electric,Manual,3.4,36598,49627,3630,Low
37398,5 Series,2012,North America,Black,Hybrid,Automatic,4.4,94602,61066,6274,Low
36168,X6,2022,South America,Blue,Diesel,Automatic,2.5,77839,60813,7300,High
12425,i3,2018,Europe,Black,Petrol,Manual,2.8,116758,34508,3224,Low
644,M5,2012,North America,Grey,Electric,Automatic,2.3,157101,35561,3859,Low
1039,i8,2011,Middle East,Blue,Hybrid,Manual,2.7,161159,86772,3104,Low
28076,5 Series,2014,Asia,Silver,Electric,Manual,2.0,141151,74493,8983,High
11214,M5,2023,South America,Black,Electric,Automatic,2.0,93786,105371,5112,Low
332,X1,2010,Europe,Silver,Electric,Manual,2.5,97558,101553,1718,Low
6483,X5,2014,South America,Red,Diesel,Automatic,1.5,119548,108962,3447,Low
45638,X5,2022,South America,Black,Diesel,Automatic,2.7,5237,61414,6954,Low
32732,5 Series,2014,Asia,White,Electric,Automatic,2.2,40805,85067,1834,Low
8178,X5,2018,South America,Silver,Electric,Automatic,2.3,72577,53137,5873,Low
16758,7 Series,2017,South America,Black,Diesel,Automatic,2.1,68627,67928,5455,Low
47721,5 Series,2011,Middle East,Black,Hybrid,Automatic,3.1,50488,119978,4089,Low
33287,M3,2012,Middle East,Grey,Petrol,Automatic,2.8,162025,46537,9941,High
45682,5 Series,2015,Europe,Grey,Hybrid,Automatic,2.1,187520,118553,3427,Low
47933,5 Series,2022,North America,Grey,Petrol,Manual,2.0,193270,47703,8691,High
35572,X6,2016,South America,White,Diesel,Manual,2.8,159860,118831,1528,Low
28809,M5,2012,Europe,Blue,Diesel,Automatic,2.8,156956,51711,8425,High
20361,X6,2019,Europe,Grey,Petrol,Automatic,4.0,11773,34764,9862,High
4449,7 Series,2012,Asia,Silver,Petrol,Manual,3.9,111651,72114,5740,Low
47534,M5,2022,Asia,Red,Petrol,Automatic,2.5,111105,83054,8144,High
18203,X6,2015,Asia,Grey,Electric,Automatic,4.8,177151,35860,5043,Low
18726,7 Series,2011,South America,Red,Electric,Automatic,2.4,31764,43576,6837,Low
28131,5 Series,2017,South America,Blue,Hybrid,Automatic,4.5,101774,40056,8342,High
12915,5 Series,2015,Africa,Silver,Petrol,Automatic,3.6,171902,116612,2228,Low
46303,X6,2012,Middle East,Grey,Hybrid,Manual,1.9,31375,64443,7323,High
39061,X6,2024,South America,White,Diesel,Automatic,3.6,101833,85211,8429,High
15509,5 Series,2016,Middle East,Silver,Hybrid,Manual,4.5,169780,113924,4744,Low
16421,X1,2021,South America,Black,Diesel,Manual,4.5,128688,59037,4767,Low
2574,7 Series,2019,North America,Blue,Hybrid,Manual,1.7,80828,53942,300,Low
38350,M5,2021,Asia,Silver,Petrol,Automatic,4.3,146276,99261,1671,Low
34002,X6,2010,North America,Blue,Electric,Automatic,4.2,72288,94917,2999,Low
10600,i3,2018,North America,Silver,Diesel,Automatic,2.8,107977,45533,8987,High
6936,i8,2015,South America,Silver,Petrol,Manual,1.6,107624,66189,7372,High
34096,X3,2018,South America,Blue,Petrol,Manual,4.7,108410,106746,2783,Low
38822,i8,2011,Middle East,White,Diesel,Manual,3.9,1276,103726,7167,High
30888,3 Series,2013,Africa,Red,Hybrid,Automatic,2.1,134388,117289,3357,Low
1498,3 Series,2013,North America,Blue,Hybrid,Automatic,3.3,85591,94689,1311,Low
29445,X5,2017,North America,Black,Petrol,Automatic,1.8,92674,94075,854,Low
29517,M3,2017,Europe,Blue,Electric,Manual,2.6,157558,101539,1730,Low
32131,i3,2017,Europe,Black,Petrol,Automatic,2.0,28154,53575,1483,Low
31914,i8,2015,Europe,Silver,Petrol,Manual,2.2,6502,88194,2303,Low
20537,X1,2020,Middle East,Blue,Petrol,Manual,1.5,185941,87042,652,Low
31679,X3,2014,Africa,Grey,Petrol,Manual,4.8,64376,105406,4855,Low
28406,X1,2022,Asia,Blue,Hybrid,Automatic,2.9,83941,49144,2853,Low
49270,X3,2016,Asia,Blue,Hybrid,Automatic,2.0,141656,105793,5870,Low
47068,5 Series,2020,North America,Grey,Diesel,Manual,3.8,196960,95833,176,Low
28691,M3,2010,North America,Red,Diesel,Manual,3.9,18929,45473,967,Low
48329,7 Series,2021,Asia,Black,Hybrid,Manual,4.7,49738,72201,8011,High
41820,3 Series,2018,North America,Silver,Hybrid,Manual,4.8,148161,32807,9992,High
13534,X6,2016,Asia,White,Petrol,Automatic,3.0,44782,57514,2811,Low
35458,i8,2022,Asia,Grey,Hybrid,Manual,2.7,186547,49324,9562,High
4859,M5,2018,South America,Silver,Electric,Manual,2.1,76273,33763,1242,Low
30931,7 Series,2013,Middle East,Silver,Electric,Automatic,4.1,74794,95147,1133,Low
14074,X5,2016,Asia,Red,Electric,Automatic,2.7,174159,76622,245,Low
39011,5 Series,2017,South America,Grey,Hybrid,Manual,2.5,176588,77796,1049,Low
15444,i8,2022,Asia,Silver,Electric,Automatic,3.9,22532,114210,6362,Low
42644,M3,2023,Europe,Grey,Electric,Manual,1.6,173265,88604,3927,Low
42824,M5,2010,North America,Grey,Diesel,Automatic,3.0,111260,30294,9282,High
484,i8,2020,North America,Red,Diesel,Automatic,4.1,5405,108815,2879,Low
40139,3 Series,2020,Asia,Grey,Diesel,Manual,2.2,108246,68351,626,Low
35248,3 Series,2021,Africa,Grey,Hybrid,Automatic,5.0,163625,62977,6565,Low
47552,3 Series,2017,Africa,Black,Hybrid,Manual,3.9,72652,63074,1678,Low
35751,X5,2023,Asia,Black,Petrol,Manual,3.6,196449,83215,5468,Low
31134,X1,2019,Africa,Red,Hybrid,Automatic,4.7,71083,92406,7648,High
19232,3 Series,2014,North America,Red,Electric,Manual,4.3,19044,99044,3989,Low
14475,7 Series,2024,North America,Silver,Diesel,Automatic,1.8,40706,46768,4590,Low
29800,i8,2011,Asia,Grey,Electric,Manual,3.1,21337,64763,5731,Low
31801,7 Series,2018,Africa,Black,Electric,Manual,3.2,193097,50152,9311,High
24675,i8,2015,Europe,White,Diesel,Manual,2.8,142951,111466,7676,High
5236,X5,2011,Middle East,Blue,Electric,Automatic,4.2,83150,61639,3738,Low
28201,3 Series,2012,Africa,Blue,Petrol,Manual,3.1,16974,114788,9301,High
8042,5 Series,2010,Middle East,Black,Hybrid,Automatic,3.3,165591,112961,5707,Low
3767,7 Series,2019,Asia,Red,Electric,Automatic,3.3,76690,109810,8470,High
31209,3 Series,2017,Asia,Red,Diesel,Manual,3.7,118840,106462,342,Low
22329,X1,2011,Asia,Silver,Petrol,Manual,4.9,9244,49598,9574,High
37277,3 Series,2021,South America,Grey,Petrol,Automatic,3.3,135331,107286,1397,Low
29832,i8,2017,Asia,Blue,Electric,Manual,1.6,125492,84682,655,Low
7524,M5,2022,Europe,Red,Diesel,Manual,4.1,159546,116319,4053,Low
6807,7 Series,2013,Asia,White,Electric,Automatic,1.9,68591,75357,1383,Low
11098,X6,2016,Africa,Red,Petrol,Manual,2.8,16431,71421,3034,Low
4729,X5,2018,Europe,Blue,Hybrid,Automatic,1.8,22323,74307,5999,Low
6769,X6,2018,Africa,Black,Hybrid,Automatic,2.0,50710,74685,7139,High
23257,5 Series,2012,Asia,Silver,Electric,Automatic,2.4,52539,30478,7602,High
9553,i3,2019,South America,Silver,Diesel,Manual,3.5,40805,84938,3243,Low
11910,M5,2017,North America,Grey,Electric,Automatic,4.1,27463,67295,1546,Low
25133,3 Series,2019,South America,Silver,Electric,Automatic,3.7,173164,66454,2170,Low
19366,X1,2011,Africa,White,Diesel,Automatic,4.9,100891,110575,8311,High
16002,5 Series,2020,Africa,Grey,Electric,Manual,2.3,109505,59617,3034,Low
1644,X1,2021,Asia,Red,Diesel,Manual,1.9,76386,55433,5468,Low
45780,X6,2017,Asia,Red,Electric,Automatic,4.4,112016,83489,6010,Low
20134,M3,2022,Europe,Black,Hybrid,Manual,4.2,132285,104270,2876,Low
28821,M5,2020,Africa,Grey,Hybrid,Manual,2.8,124811,82839,8762,High
27636,i8,2012,South America,Black,Electric,Automatic,1.8,134706,51913,8114,High
40657,X1,2012,Asia,Grey,Hybrid,Automatic,3.4,144076,30227,4444,Low
3279,i3,2012,North America,Grey,Hybrid,Manual,2.3,159058,66951,673,Low
43953,i8,2024,North America,Silver,Electric,Manual,4.5,95246,110733,2839,Low
39537,M5,2019,Asia,Grey,Petrol,Automatic,4.6,29297,40073,6389,Low
44980,3 Series,2010,North America,Silver,Hybrid,Manual,2.9,29304,99804,7403,High
22665,X1,2010,Africa,Grey,Diesel,Manual,1.7,198288,56557,2434,Low
8248,X5,2015,North America,Silver,Petrol,Manual,2.5,48641,44495,6392,Low
16166,M3,2022,Asia,Blue,Hybrid,Manual,3.3,182676,44927,7447,High
31708,M5,2019,North America,Red,Petrol,Manual,3.4,61116,46400,7241,High
37417,X5,2012,Europe,Black,Hybrid,Manual,2.7,148253,66000,9137,High
38542,5 Series,2018,Africa,White,Hybrid,Automatic,2.2,156435,33059,1792,Low
38705,M5,2015,Africa,Black,Petrol,Manual,4.4,2373,65116,6644,Low
40564,X5,2016,Africa,Grey,Hybrid,Manual,4.6,122292,79810,4516,Low
26084,3 Series,2010,North America,Silver,Petrol,Automatic,3.5,71668,72634,2302,Low
17004,M5,2018,North America,Blue,Diesel,Automatic,3.6,183755,68235,3873,Low
42436,M5,2011,Africa,Black,Petrol,Manual,4.2,188139,116608,9725,High
6705,i3,2017,North America,White,Diesel,Manual,4.5,171507,62294,4986,Low
10172,7 Series,2013,South America,White,Hybrid,Automatic,4.5,55608,47746,6768,Low
22085,3 Series,2023,North America,Silver,Diesel,Manual,4.5,18067,94073,5280,Low
48743,7 Series,2010,Middle East,Grey,Electric,Manual,2.8,77474,51581,9305,High
5152,3 Series,2022,Middle East,Blue,Hybrid,Manual,4.6,41879,105628,9252,High
13059,i8,2023,Middle East,Black,Hybrid,Manual,2.7,126592,46503,2662,Low
17721,7 Series,2011,Europe,Silver,Petrol,Manual,1.9,177648,40560,6525,Low
42213,i8,2022,South America,Red,Hybrid,Automatic,2.0,182664,58919,3442,Low
24801,7 Series,2013,Middle East,Silver,Petrol,Manual,3.7,150747,75451,6636,Low
20155,5 Series,2022,Middle East,Red,Diesel,Manual,3.9,29285,79788,8039,High
5146,M5,2022,South America,Silver,Electric,Automatic,3.2,6571,57059,604,Low
32729,M3,2023,Europe,Blue,Diesel,Manual,2.2,5139,37359,4646,Low
49252,5 Series,2023,Europe,Black,Hybrid,Manual,2.2,11342,60790,7008,High
49476,M5,2022,Africa,Red,Hybrid,Automatic,4.5,154016,41445,5645,Low
39442,X3,2019,North America,Red,Electric,Automatic,4.5,115201,75242,5500,Low
43120,M5,2014,Africa,Silver,Diesel,Manual,4.7,85689,52574,2154,Low
18576,X6,2015,Middle East,Black,Petrol,Manual,4.9,18600,52932,8711,High
41584,i3,2019,Asia,Red,Petrol,Manual,4.2,120541,107583,6602,Low
35108,7 Series,2012,Africa,Red,Hybrid,Automatic,2.2,49367,78162,7964,High
36717,X5,2016,North America,Blue,Petrol,Automatic,2.5,78616,109585,9499,High
20616,X6,2019,Europe,Grey,Electric,Automatic,4.5,33532,81963,4763,Low
17768,M3,2024,Europe,White,Petrol,Automatic,3.1,135141,66022,1644,Low
16397,i8,2012,Asia,White,Hybrid,Automatic,4.4,138311,78520,9725,High
1232,X5,2022,South America,White,Electric,Automatic,4.5,5755,68667,9360,High
40279,i8,2013,South America,Silver,Diesel,Manual,3.8,163095,100536,1107,Low
11069,7 Series,2021,Asia,Red,Electric,Manual,3.1,37984,112987,8094,High
32393,X3,2013,Europe,Grey,Electric,Automatic,2.5,37002,103470,4743,Low
9430,M3,2019,Europe,Grey,Petrol,Automatic,2.6,120378,58134,2848,Low
17863,X5,2018,South America,Blue,Petrol,Automatic,4.7,134586,110144,4539,Low
34417,X1,2012,Middle East,Silver,Hybrid,Manual,3.6,107170,64961,3040,Low
44844,i8,2021,South America,Silver,Diesel,Manual,1.5,76063,78660,2803,Low
27616,7 Series,2023,Asia,Silver,Electric,Automatic,4.0,37035,66368,7712,High
13034,X5,2019,South America,Silver,Hybrid,Automatic,2.5,172120,56615,1874,Low
1603,X5,2016,Europe,White,Hybrid,Manual,4.0,34634,44705,5330,Low
25036,X5,2022,Africa,White,Electric,Automatic,3.7,144113,62690,1085,Low
43368,X5,2019,North America,Black,Diesel,Automatic,4.8,28444,119357,9618,High
8537,i3,2017,Asia,White,Hybrid,Manual,3.9,135038,53873,5068,Low
28601,X5,2023,Africa,Grey,Electric,Manual,4.9,154971,59514,672,Low
30644,7 Series,2016,Asia,White,Electric,Manual,4.4,36253,102941,1026,Low
37321,X5,2012,North America,Grey,Diesel,Manual,2.4,75163,32180,9553,High
17284,i3,2022,North America,Black,Electric,Manual,4.0,155979,82916,8745,High
8375,5 Series,2019,Asia,Blue,Diesel,Manual,4.7,145002,62920,1093,Low
32582,5 Series,2011,Middle East,Red,Diesel,Manual,2.7,188937,111780,398,Low
49232,X5,2013,Asia,Blue,Electric,Automatic,2.4,107404,116517,3972,Low
15350,M5,2018,South America,Blue,Diesel,Manual,3.4,176692,58888,6820,Low
42885,X6,2010,South America,Black,Diesel,Automatic,4.2,189383,105668,7441,High
33626,M5,2012,South America,Black,Petrol,Manual,3.6,145552,34778,3393,Low
1536,X1,2024,North America,Grey,Electric,Automatic,3.6,115033,67578,2661,Low
42911,i3,2013,South America,Blue,Electric,Automatic,4.1,74827,39817,7632,High
21190,7 Series,2011,Asia,Blue,Hybrid,Automatic,2.8,157549,61308,3843,Low
1181,3 Series,2011,Middle East,Blue,Diesel,Automatic,3.3,188668,103575,7030,High
6583,X3,2020,North America,White,Electric,Automatic,4.2,118307,48074,7507,High
11499,X5,2013,Africa,Grey,Petrol,Automatic,2.1,36048,46896,5496,Low
30780,7 Series,2020,Africa,Red,Petrol,Manual,3.9,170622,65727,3145,Low
10126,i3,2016,South America,Silver,Diesel,Manual,2.9,118947,51721,8363,High
13022,X1,2012,South America,Blue,Petrol,Manual,3.6,42409,43258,1793,Low
34212,3 Series,2019,Africa,Grey,Electric,Manual,2.4,163765,36754,7038,High
48907,3 Series,2014,South America,Grey,Diesel,Manual,4.6,30582,65801,3836,Low
21228,i8,2011,South America,Blue,Petrol,Automatic,3.8,32879,57281,1990,Low
4455,X1,2023,Middle East,Silver,Electric,Manual,1.6,59287,88851,2972,Low
8440,X1,2014,South America,White,Petrol,Manual,4.5,197872,71478,9073,High
5712,5 Series,2013,Europe,Silver,Electric,Automatic,2.3,141006,86202,6139,Low
27662,i8,2014,Africa,Black,Petrol,Automatic,4.0,96793,82275,8566,High
19824,i8,2023,Europe,Silver,Petrol,Manual,3.1,14709,84151,1621,Low
31175,5 Series,2010,Europe,Silver,Diesel,Manual,2.3,61849,101560,2203,Low
11709,X1,2019,Africa,Blue,Electric,Manual,4.4,6111,46539,4822,Low
15719,7 Series,2022,South America,Grey,Hybrid,Automatic,2.9,126541,96366,8291,High
20475,M5,2022,South America,Blue,Electric,Automatic,4.1,23601,34134,1559,Low
18424,7 Series,2021,North America,White,Hybrid,Automatic,4.7,82107,84850,1795,Low
9549,X5,2023,Africa,Grey,Petrol,Manual,2.7,39417,50924,4345,Low
43965,M5,2011,Middle East,Silver,Electric,Manual,2.1,127403,55826,1535,Low
31206,M3,2020,Middle East,Red,Diesel,Manual,2.5,50599,113843,4447,Low
12967,X6,2012,Middle East,Blue,Diesel,Manual,2.2,160788,99046,242,Low
41470,M3,2020,South America,Red,Electric,Automatic,3.6,14995,103443,8304,High
46710,5 Series,2024,Africa,Silver,Electric,Automatic,5.0,137787,96194,5192,Low
9293,X6,2017,South America,Blue,Electric,Manual,2.7,175354,81658,4944,Low
38335,i3,2014,Europe,Black,Hybrid,Manual,3.7,67064,33408,1874,Low
18614,5 Series,2016,South America,Blue,Diesel,Automatic,2.4,66826,93742,5215,Low
38274,3 Series,2014,Africa,White,Hybrid,Automatic,4.1,47097,44635,5511,Low
4519,M3,2010,Asia,Blue,Electric,Manual,3.3,26617,76420,7687,High
22109,i3,2023,Asia,Blue,Electric,Manual,4.0,111618,64841,1037,Low
42242,X5,2018,Middle East,Red,Petrol,Automatic,3.4,197196,47444,252,Low
18222,M5,2011,Africa,Blue,Diesel,Automatic,4.0,173315,88934,3810,Low
45395,X1,2023,Africa,Black,Electric,Manual,3.7,38056,67935,2004,Low
4884,X1,2011,South America,Silver,Electric,Manual,4.9,93734,106872,2180,Low
4506,7 Series,2013,Middle East,Silver,Electric,Manual,4.3,145500,117294,8048,High
42663,M3,2013,North America,Grey,Electric,Automatic,1.6,105326,67788,8199,High
25811,i3,2017,Africa,Red,Hybrid,Automatic,4.2,105709,87369,9962,High
11124,5 Series,2018,South America,Black,Hybrid,Automatic,4.0,127703,37649,8104,High
664,i8,2010,Asia,White,Electric,Automatic,2.1,71119,59940,9535,High
19130,X3,2023,South America,White,Diesel,Automatic,4.8,87945,95226,7578,High
40410,i3,2024,Middle East,Red,Petrol,Automatic,4.3,150067,44931,2766,Low
18299,M3,2011,North America,Black,Hybrid,Automatic,3.3,193165,76162,2068,Low
6684,i8,2014,North America,Black,Diesel,Automatic,2.4,78537,89285,1650,Low
501,7 Series,2018,Europe,Silver,Hybrid,Manual,2.9,16841,75628,8340,High
28098,i3,2015,Africa,Blue,Hybrid,Manual,4.7,54929,34011,7053,High
44871,M5,2024,Asia,Blue,Electric,Manual,1.6,14414,90686,9216,High
32650,i8,2019,Europe,Blue,Hybrid,Manual,4.4,141316,105038,7226,High
41288,3 Series,2021,Middle East,Red,Electric,Automatic,2.8,60016,100955,8386,High
33570,i8,2022,Europe,Black,Hybrid,Manual,2.6,159361,95836,8236,High
31892,X5,2014,Middle East,Black,Diesel,Automatic,3.6,175490,113530,5584,Low
49650,i3,2010,North America,White,Hybrid,Automatic,2.0,30953,38626,8497,High
48951,X3,2016,Asia,Red,Hybrid,Automatic,1.8,85488,55502,7487,High
18087,5 Series,2019,Africa,Red,Hybrid,Manual,3.5,35297,109437,7396,High
11178,7 Series,2023,South America,Grey,Diesel,Automatic,3.4,137117,47354,9024,High
19602,7 Series,2022,South America,Red,Petrol,Automatic,3.4,78608,97165,5116,Low
13251,3 Series,2023,Europe,Blue,Hybrid,Manual,3.1,146382,104985,1481,Low
16416,i8,2021,Africa,White,Hybrid,Manual,2.4,9263,104646,292,Low
23206,i3,2011,Asia,White,Hybrid,Manual,1.6,93028,55202,1210,Low
39880,M3,2020,Asia,Grey,Electric,Manual,3.5,192767,113970,7035,High
39375,X3,2022,South America,Grey,Hybrid,Automatic,4.4,143876,92624,5394,Low
11436,X5,2016,Africa,Grey,Petrol,Manual,2.0,52774,53192,5880,Low
45269,X5,2023,North America,White,Diesel,Automatic,3.1,129587,30546,5833,Low
29463,i3,2020,North America,Grey,Petrol,Manual,3.2,164444,114763,3704,Low
6736,5 Series,2021,Asia,Grey,Hybrid,Automatic,3.7,143114,108049,9217,High
20686,i3,2022,South America,Red,Diesel,Manual,3.8,184326,101709,1026,Low
17049,X1,2024,Europe,Black,Diesel,Manual,1.5,56617,92575,1699,Low
45511,X6,2024,North America,Grey,Diesel,Manual,1.6,2993,45337,380,Low
4844,M3,2012,North America,Blue,Electric,Manual,4.6,141068,95211,5656,Low
3272,M3,2011,South America,Blue,Petrol,Automatic,1.5,66124,98562,7197,High
32713,7 Series,2023,Middle East,Black,Hybrid,Manual,4.1,71431,113875,5934,Low
33177,3 Series,2021,North America,Blue,Petrol,Manual,3.3,160073,107517,8502,High
